,ID,label,subset,resolution,duration,caption,url
612,nS9PgniAQAE,Grooming dog,validation,1280x720,161.68,"[([0, 13.74], 'A dog sits in a kennel and wags its tail.'), ([14.55, 129.34], ' The dogs fur is trimmed by a groomer.'), ([38.8, 48.5], ' The dogs tail and hind legs are trimmed by the groom.'), ([62.25, 87.31], ' The groomer brushes and trims the back of the dog.'), ([110.75, 130.15], ' The groomer trims the head and face of the dog.'), ([133.39, 153.6], ' The dog jumps out of a carrier bag and plays with a ball.')]",https://www.youtube.com/watch?v=nS9PgniAQAE
613,ZgVmS-AhYgA,Rafting,training,1280x720,152.74,"[([22.15, 25.2], 'A group of rafters carries a raft down a path.'), ([28.26, 112.26], ' Groups of rafters ride down a river going over small waterfalls.'), ([114.56, 120.67], ' The rafters climb out from there boat onto the shore and walk up the path.'), ([121.43, 130.59], ' People jump from rocks into a swimming hole of the river.'), ([132.88, 140.52], ' The rafters enjoy an outdoor lunch at a beach house.')]",https://www.youtube.com/watch?v=ZgVmS-AhYgA
614,2vAaAy_WC7Y,Making a cake,validation,1920x1080,179.86,"[([0, 11.69], 'A woman is standing and talking in a kitchen and is wearing a pink apron with large white polka dots.'), ([11.69, 50.36], ""There's nothing on the counter in front of her but when she snaps her fingers cooking supplies and dishes appear in front of her and she begins to talk about and touch the objects as she goes along.""), ([50.36, 93.53], ' The woman now appears with jello supplies in front of her and she mixes the jello powder with hot water from a  kettle, pours it into a bowl and then puts the bowl in the refrigerator to cool.'), ([93.53, 138.49], "" The woman is now standing with a baked cake in front of her, the bowl of cooled jello, and with the help of special effects she's immediately putting the two jello bowl molds onto the top of an already shaped cake.""), ([138.49, 179.86], "" The woman is now putting some candies onto the cake next to the jello molds,a brief clip of nicki minaj plays as she's shaking her booty and when the clip goes back to the woman; she's shaking the jello molds on the cake that look like a shaped booty shaking."")]",https://www.youtube.com/watch?v=2vAaAy_WC7Y
615,vcCwvRYqU2I,Raking leaves,training,1920x1080,156.21,"[([0, 9.37], 'We see a tree with leaves blowing int he wind.'), ([9.37, 49.99], ' A man rakes his yard and talks to the camera.'), ([45.3, 49.99], ' The man chooses a rake from four.'), ([50.77, 60.14], ' The man throws some grass in the garbage.'), ([69.52, 81.23], ' The man picks up and smells a twig with leaves.'), ([82.79, 86.7], ' The man throws his rake into the yard.'), ([98.41, 102.32], ' The man sprinkles leaves into the yard and rakes them up.'), ([146.06, 156.21], ' We then see the twigs and leaves again.')]",https://www.youtube.com/watch?v=vcCwvRYqU2I
616,9jivQgF6J1g,Playing ice hockey,validation,1920x1080,152.05,"[([0, 18.25], 'Two teams are playing ice hockey.'), ([19.01, 35.73], ' The green team go to their team area.'), ([20.53, 31.17], ' Two members of the green team carries an individual to the back towards the locker room.'), ([19.01, 148.24], ' The teams are standing around next to their assigned areas.'), ([99.59, 101.11], ' Fans stand with a look of concern.'), ([101.87, 107.95], 'The referee talks to a suited member.'), ([119.36, 129.24], ' Green player holds his head down.')]",https://www.youtube.com/watch?v=9jivQgF6J1g
617,gOe72cTd0IA,Scuba diving,training,1920x1080,187.15,"[([0, 0.94], 'We see a black opening title screen.'), ([0.94, 14.97], ' We see a boat floating in the ocean and people sitting on the boat.'), ([17.78, 165.63], ' Three people are underwater in diving gear looking at the sealife.'), ([72.05, 97.32], ' We see a man and a woman swimming together and the lady waves at the camera.'), ([102, 116.03], ' The lady makes an explosion sign with her hands and waves.'), ([133.81, 141.3], ' The lady takes her mouth piece out and shrugs her shoulders.'), ([165.63, 181.54], ' We see the people back on the boat and the man and the girl hug each other.'), ([184.35, 187.15], ' We see a balloon high in the sky.')]",https://www.youtube.com/watch?v=gOe72cTd0IA
618,Fp_uU-qMDSc,Tai chi,training,1280x720,120.19,"[([0, 17.43], 'A man dressed in all white is shown fighting different men outdoors and hitting them very hard.'), ([0, 88.34], ' Tai Chi Combat along with his website and various other website icons are located on the bottom right.'), ([17.43, 31.85], "" The man is then standing alone outdoors where he's still wearing the same white outfit and is talking very passionately using hand motions and lots of facial expressions.""), ([31.85, 53.48], ' The man is once again shown to be fighting different men outdoors and he seems to be winning each fight.'), ([53.48, 67.3], ' After this round of fights, the man is once again talking very passionately with a lot of hand movements and facial expressions.'), ([67.3, 87.14], ' The man then goes back to more fighting with different men somewhere outdoors where he continues to win the fights by hitting and occasionally kicking.'), ([87.14, 120.19], ' Lastly, the man is once again show talking very passionately with hand movements and a lot of facial expressions and around him are overlays on the screen advertising his youtube channel along with his website for TAI CHI COMBAT.')]",https://www.youtube.com/watch?v=Fp_uU-qMDSc
619,v8jzbjQqNhE,Kayaking,training,1280x720,211.28,"[([0, 16.9], 'A man holding his kayak talk to the camera.'), ([16.9, 27.47], ' He is in his kayak paddling downstream.'), ([21.13, 26.41], ' Another rower passes him and does a flip.'), ([26.41, 52.82], ' He talks to the camera again.'), ([44.37, 45.42], ' We see the parking lot off camera.'), ([53.88, 62.33], ' Back in the water passing a waterfall.'), ([62.33, 79.23], ' Talking head to camera again.'), ([91.91, 128.88], ' Point of view shots from his kayak.'), ([110.92, 211.28], ' Talking head as he very animatedly talks to the camera.'), ([119.37, 130.99], ' Point of view from the boat following another rower.'), ([154.23, 211.28], ' Talking head interspersed with shots from the water illustrating the technques he talks about in his talking head shots.')]",https://www.youtube.com/watch?v=v8jzbjQqNhE
620,NzL_uQyQjIw,Wakeboarding,training,1280x720,183.03,"[([3.66, 23.79], 'People walk holding surfboards, then they board a boat.'), ([24.71, 44.84], ' A man water ski behind the boat jumping high and spinning.'), ([45.76, 64.06], ' Then, a woman and a man water ski doing acrobatic jumps.'), ([64.06, 68.64], ' A boat sails empty in the river.'), ([69.55, 104.33], ' After, men water ski jumping and turning around.'), ([104.33, 183.03], ' Next, a person surf on the waves created by the boat, after the man water ski jumping and flipping high.')]",https://www.youtube.com/watch?v=NzL_uQyQjIw
621,rzIaKwWJDZI,Making a cake,validation,1920x1080,201.88,"[([0, 7.07], 'A woman is sitting in a chair talking.'), ([17.16, 19.18], ' A cake is shown on a table.'), ([42.39, 114.06], ' A woman puts diapers into a metal pan.'), ([111.03, 121.13], ' She stacks them on top of each other.'), ([122.13, 168.57], ' She decorates the cake with lace and small stuffed animals.')]",https://www.youtube.com/watch?v=rzIaKwWJDZI
622,bXEG4X7pRds,Grooming dog,training,1920x1080,129.73,"[([1.3, 5.84], 'The lady picks up a brush and scissors.'), ([5.84, 12.32], ' She sweeps the base of the stand.'), ([17.51, 25.3], ' She brushes the dogs right leg.'), ([35.68, 47.35], ' She then clips the hair on this paw.'), ([53.19, 58.38], ' She brushes the fur upwards.'), ([58.38, 78.49], ' She then clips the fur on the paw again.'), ([80.43, 83.68], ' She brushes his paw again.'), ([83.68, 100.54], ' She then clips the fur on the paw another time.'), ([99.24, 110.27], ' She then combs the cut hair off the paw.'), ([111.57, 119.35], ' She clips the hair off the back of the paw.'), ([120, 129.73], ' Fade to black, and the credits occur.')]",https://www.youtube.com/watch?v=bXEG4X7pRds
623,Yxsw5nTf4Dg,Hula hoop,training,1280x720,95.02000000000001,"[([0, 16.15], 'A girl in a bikini is doing hula hoop on a patio.'), ([15.68, 24.23], ' She spins around several times and seems to be having a lot of fun.'), ([24.7, 34.21], ' The came moves up and down to keep her in the frame.'), ([35.16, 50.36], ' It then jumps to another girl only showing her bottom half as a hula hoop spins around her.'), ([49.88, 95.02], ' Another girls is shown dancing inside of a house several times.')]",https://www.youtube.com/watch?v=Yxsw5nTf4Dg
624,LdzaFk5VrD0,Putting in contact lenses,validation,1280x720,161.17000000000002,"[([0, 161.17], 'A girl is sitting in a chair talking.'), ([10.48, 11.28], ' She holds her hands up in front of her.'), ([26.59, 44.32], ' She picks up a contact lens and puts it on her finger.'), ([44.32, 53.19], ' She put the contact into her eye.'), ([62.86, 66.89], ' She holds up her hands and pushes them together.'), ([78.97, 80.58], ' She then takes the contact lens out of her eye.'), ([81.39, 161.17], ' She continues using her hands to talk.')]",https://www.youtube.com/watch?v=LdzaFk5VrD0
625,o7O6XJYVDRE,Wrapping presents,training,1280x720,151.57999999999998,"[([0.76, 31.07], 'Supplies to wrap a gift is laying on a wooden table.'), ([42.44, 81.85], ' A gift wrapped present is wrapped with a clear plastic and taped in place.'), ([87.16, 117.47], ' Red ribbons are tied at each end.'), ([128.84, 131.87], ' A scissor is used to cut off the excess clear plastic at each end.'), ([150.82, 151.58], ' The final wrapped product is laying on the table.')]",https://www.youtube.com/watch?v=o7O6XJYVDRE
626,0GpNcvAVWVg,Fun sliding down,training,1280x720,194.1,"[([0, 2.91], 'We see the colorful title card.'), ([2.91, 164.01], ' We see kids playing at the playground.'), ([17.47, 25.23], ' The boy gets off the swing and we follow him to the slide.'), ([25.23, 126.16], ' The boy finishes sliding and goes to a different part of the park and plays  around.'), ([125.19, 137.81], ' The boy slides and falls on the bridge before sliding down.'), ([138.78, 153.34], ' He plays with the large swing with another kid.'), ([164.98, 194.1], ' We see the end screen.')]",https://www.youtube.com/watch?v=0GpNcvAVWVg
627,ReKUs0km4X8,Shot put,validation,1280x720,132.82,"[([0, 6.64], 'An advertisement for the sacramento bee appears.'), ([7.31, 19.92], ' A little girl waves an american flag, before an arm is shown holding a ball.'), ([21.92, 45.82], ' A group of burly men stand around waiting for a game to start.'), ([47.15, 87.66], ' The crowd claps and cheers, as the players warm up.'), ([92.31, 132.82], ' The people are getting very pumped, and a man screams and pumps his fists.')]",https://www.youtube.com/watch?v=ReKUs0km4X8
628,bUHE8XcPZgs,Using parallel bars,training,1920x1080,74.68,"[([0, 12.32], 'We see a man walk to the parallel bars and jump on.'), ([11.95, 60.86], ' We see the man perform a routine on the bars.'), ([52.27, 56.38], ' The man does a handstand.'), ([58.25, 61.23], ' The man flips and dismounts from the bars.'), ([60.86, 63.85], ' The man raise his arms in the air.'), ([63.85, 74.68], ' The man walks away and hugs another man.')]",https://www.youtube.com/watch?v=bUHE8XcPZgs
629,VXCV3KUtCdk,Rock climbing,validation,1280x720,236.12,"[([0, 41.32], 'A mountain, then a man talks and then put on shoes.'), ([43.68, 103.89], ' The man claims a mountain only using his fingers, and without carry any safety materials he reaches the top of the mountain.'), ([103.89, 126.33], ' Then, the man drives a car and arrives to a mountain.'), ([129.87, 155.84], ' After, the man climbs a mountain carrying a backpack, he arrives a plateau and prepares food to eat.'), ([155.84, 236.12], ' Next, the man continues climbing the steep mountain until the top of the mountain.')]",https://www.youtube.com/watch?v=VXCV3KUtCdk
630,UN0bAa_ko4I,Capoeira,validation,1280x720,217.39,"[([0, 1.09], 'A view of the Oakland, California waterfront is shown.'), ([2.17, 4.35], ' Mestre Calango is sitting on concrete near the water.'), ([5.43, 14.13], ' Calango does a handstand on the pier.'), ([15.22, 123.91], '  He then starts dancing on the pier.'), ([123.91, 183.69], ' He then takes his shirt and shoes off and dances on the beach and grass.'), ([184.78, 217.39], ' A passerby speaks to him on the pier.')]",https://www.youtube.com/watch?v=UN0bAa_ko4I
631,yNyv7Ykn5oo,Building sandcastles,training,1920x1080,211.4,"[([0, 33.82], 'A group of people start to dig a structure close to the shore.'), ([34.88, 45.45], ' As the digging continues more people join to dig as a pattern ensues.'), ([45.45, 99.36], 'The digging continues and people start to add rocks in a linear fashion around the rig and dig beside the rocks and eventually cover the rocks with sand.'), ([99.36, 125.78], ' Finally in the tide moves up and starts to destroy the structure that was created.'), ([125.78, 211.4], ' In the end people observe the failing  structure and leave while a girl stands in the middle as the water moves up and destroys it completely.')]",https://www.youtube.com/watch?v=yNyv7Ykn5oo
632,3JHIcli-Wlg,Using the pommel horse,validation,1920x1080,48.65,"[([0, 6.81], 'A gymnast stretches out and rubs his hands before a performance.'), ([8.76, 14.84], ' The gymnasts jumps up and mounts the platform.'), ([14.11, 37.94], ' The gymnast swings his legs and body using hand grips on a platform.'), ([38.92, 43.54], ' The gymnast does a hand stand then dismounts from the platform.'), ([43.54, 48.65], ' The gymnast bows then joins coaches.')]",https://www.youtube.com/watch?v=3JHIcli-Wlg
633,zu960Glpzo4,Arm wrestling,training,1280x720,100.08,"[([0, 100.08], 'Two men film themselves in an arm wrestling match that someone asked them to make.'), ([0, 21.02], ""  Two men are sitting in a room next to each other while one man reads off a laptop then they both grab one another's hand to motion what is about to happen.""), ([22.02, 39.03], '  One man sets up the camera to film the match.'), ([39.53, 51.04], '   The men get prepared at the corner of a table, grab hands and then countdown from three.'), ([52.04, 68.55], '  The two men arm wrestle as the make jokes and laugh while doing it.'), ([69.05, 100.08], '  One man gives up and both of the men talk and laugh about the match.'), ([88.07, 91.57], '  One man grunts and throws his hands up in victory.')]",https://www.youtube.com/watch?v=zu960Glpzo4
634,tkQK_2celDY,Paintball,training,1920x1080,203.5,"[([0, 55.96], 'A gray dog is walking outdoors, and the owner is young white male who is walking along with the dog outdoors and talking to the camera.'), ([55.96, 60.03], 'A screen appears that displays two logos in the middel and the text above the logos read ""BEHIND THE SCENES"" and under the logo words read ""PRESENTED BY:GEICO"".'), ([60.03, 124.13], 'A man is now dressed in protective gear and he is joined by many others who are dressed the same and clips of them playing paintball guns in an open area and on a course.'), ([124.13, 189.25], 'A man is now standing on a very high platform looking down at a large group of people, and the words ""COMIC-CON SAN DIEGO CA"" are at the bottom right, and the man jumps onto a very large air mattress, he gets up and begins running along a very long obstacle course requiring him to do various different things and the view is from a camera that his is wearing around his neck.'), ([189.25, 203.5], 'He completes the obstacle course and an outro screen appears with 3 small different video screens playing over the main screen and the top words on the screen say ""PRESENTED BY GEICO"".')]",https://www.youtube.com/watch?v=tkQK_2celDY
635,M5UrBI13R3s,Peeling potatoes,training,1280x720,40.54,"[([0, 16.01], 'A white intro screen appears and red letters in a foreign language appear flashing on the screen.'), ([16.01, 21.49], 'A white bowl filled with water and 3 potatoes appear in one bowl, and ice cubes are in another white bowl.'), ([21.49, 26.96], 'A hand then grabs the top potato, the bowl of ice cubes and pours the cubes into a bigger white bowl that already has water in it.'), ([26.96, 38.11], 'The two hands now drop the potato into the larger bowl with the ice cubes and water and the fingers begin to peel off all of the skin under the water and when all the peels are gone the potato is placed onto a clean white plate.'), ([38.11, 40.54], 'The white outro screen appears and more foreign red letters appear.')]",https://www.youtube.com/watch?v=M5UrBI13R3s
636,rFM3OUUL5fI,Slacklining,validation,1280x720,227.79,"[([0, 29.61], 'An otter is outside on a small rock that is surrounded by hundred foot rocks in the water.'), ([29.61, 83.14], 'The camera then begins to pan the rocks  and a man begins tight roping between them.'), ([83.14, 128.7], 'As he is walking,he makes several attempts to cross but falls three times before finally making it to the other side.'), ([128.7, 150.34], 'Once to the other side,he tries to turn around and come back but has the hardest time standing up.'), ([151.48, 227.79], 'Finally he is erect and begins teetering his way across the rope and makes it to the other side without falling.')]",https://www.youtube.com/watch?v=rFM3OUUL5fI
637,TjLoGNBzNRA,Hanging wallpaper,validation,1920x1080,110.32,"[([0, 104.25], ""There's a woman doing a tutorial on how to fix wall paper on a wall.""), ([8.83, 30.34], ' She begins by preparing the surface and then peels of the sheet from the adhesive side of the wall paper.'), ([28.13, 45.23], ' Then she hangs the wall paper on the wall and smoothens it out with a tool.'), ([40.27, 89.91], ' She continues hanging more wall paper on the wall and ensures that it glues on tight and securely on the wall surface without creases.'), ([88.81, 92.67], ' She gives a thumbs after she completes hanging the graphic wall paper.'), ([92.12, 105.35], ' Then she demonstrates how easy it is to peel off from the wall.')]",https://www.youtube.com/watch?v=TjLoGNBzNRA
638,4KE6dUAGZ94,Using the pommel horse,validation,1920x1080,208.59,"[([0, 49.02], 'A man is getting ready for a gym routine by chalking his hands.'), ([50.06, 68.83], '  The man mounts the horse apparatus.'), ([68.83, 113.68], '  The man does a routine on the horse.'), ([113.68, 118.89], '  The man dismounts and lands on the mat.'), ([119.94, 126.19], '  People in the arena applaud the man.'), ([119.94, 123.07], '  The man waves and walks off as he acknowledges the crowd.'), ([128.28, 150.18], '  Another group of competitors wait their turns.'), ([151.22, 208.59], '  Competitors stand on the podiums waiting to receive honors.')]",https://www.youtube.com/watch?v=4KE6dUAGZ94
639,QYb2ektVZek,Wakeboarding,training,1920x1080,150.56,"[([1.51, 8.28], 'A woman walks on the street wearing a cap.'), ([8.28, 57.21], ' A city is zoom in a map, then a girl performs water sky in a river pulled by a boat while flipping in the air.'), ([60.22, 136.26], ' A road is leading to a water ski station, then a woman slides on ramps in the water holding a water ski rope.'), ([82.81, 85.07], ' A man takes pictures to the girl.'), ([136.26, 147.55], ' Then the girl change clothes and stand on a truck holding prizes.')]",https://www.youtube.com/watch?v=QYb2ektVZek
640,_KOVk8iGbrA,Getting a piercing,validation,1280x720,183.02,"[([0, 26.54], 'A black screen appears with the white words that say ""Piercing at Blue Banana"", then shows the outdoor and the indoor of the shop while people are walking outside, and people inside are perusing.'), ([26.54, 40.26], ' A man grabs a pair of white gloves, puts them on, and then turns to talk to a brunette woman who is sitting down in a small room with him.'), ([40.26, 56.74], 'The man then goes to a machine and begins preparing the piercing tools by sterilizing and prepping his area and tools.'), ([56.74, 68.63], 'A woman is now shown at a register helping a customer purchase items, and she puts the items in the bag, closes it and hands it to the woman.'), ([68.63, 96.09], "" The man is shown again in the same small room but this time he is talking to a different woman who is blonde, and close up shot of the woman's face is shown, the man marks an area on her nose with a marker, then quickly pierces her nose, adjusts the piercing, and then holds a mirror up to her so she can look at herself.""), ([96.09, 113.47], ' The man then quickly pierces a part of her ear and then her belly button.'), ([113.47, 172.95], 'Another woman enters the store, talks to the woman at the register, looks at some piercings, goes to the back of the room with the man, gets her ear pierced and he holds a mirror up for her so she can see what it looks like and she smiles.'), ([172.95, 183.02], ' The outro appears on a gray textured screen and the words ""Blue Banana"" and the website appear on it.')]",https://www.youtube.com/watch?v=_KOVk8iGbrA
641,KR1-rdV18pI,Waterskiing,validation,1280x720,221.94,"[([0, 39.95], 'We see a man waterskinng backwards.'), ([41.06, 218.61], ' The screen hangs to the man going forward and we see him as he skis from the boat.'), ([142.04, 152.03], ' We see the man sit and do a spin in the water and ski on his butt.'), ([152.03, 218.61], ' The man then stands and skis.'), ([218.61, 221.94], ' We then see the screen switch to black.')]",https://www.youtube.com/watch?v=KR1-rdV18pI
642,Qfi8dqC4E4s,Triple jump,training,1280x720,181.93,"[([6.37, 37.3], 'A man and woman wearing red jackets, the man was cheering, while the woman is taking video using her iPad, she has very serious look on her face, the woman handed the iPad to the man.'), ([10.01, 50.03], ' A woman is picking up a pole, putting it inside the bigger pole, a man in blue jacket looked up from the ground.'), ([19.1, 90.05], ' A male athlete wearing red and blue top, blue shorts ran, hopped and jumped, he fell on the #18 sand then got up walked around the grass and field towards the group of people.'), ([60.95, 127.35], ' A male athlete wearing blue top ran to the lane, started hopping after passing the white line and jumped to the sand, hit the  sandy ground then stood up, then walked to the track field.'), ([82.78, 181.93], ' A male athlete in red and blue uniform started to run to the field, hopped when passed the white line then jumped towards bed of sandy ground, he hit the ground, fell on his side and stood up and walked towards the field.'), ([161.01, 181.93], ' A woman in red top is shown.')]",https://www.youtube.com/watch?v=Qfi8dqC4E4s
643,jGoW5WVAtX4,Beer pong,training,1280x720,97.15,"[([0, 8.26], 'We see the outside of a restaurant with a snow like graphic on the bottom.'), ([8.26, 24.77], ' We see men inside the bar and one man speaking into a microphone.'), ([24.29, 45.18], ' We then see ladies playing beer pong against a team of men.'), ([45.18, 81.12], ' Two teams of men play beer pong together as a man stands behind them holding a camera in the air.'), ([81.61, 91.81], ' We switch and see other teams in the room playing and see two ladies talking.'), ([92.3, 95.7], ' We then see a lady toss a ball across a table.'), ([96.67, 97.15], ' We see the ending screen.')]",https://www.youtube.com/watch?v=jGoW5WVAtX4
644,w50et2-vEOQ,Wakeboarding,training,1920x1080,92.24000000000001,"[([0, 8.76], 'We see the title and introductions screens.'), ([8.76, 12.91], ' We see a boat with a man on it.'), ([12.91, 19.37], ' We see people and the interior of the boat.'), ([19.83, 88.09], ' The man wakeboards around a lake.'), ([44.74, 49.81], ' We see the boat with people in it.'), ([58.11, 72.87], ' The man pulls out the ladder and climbs on the boat then we see a boat take off, and in a show room.'), ([79.79, 89.01], ' The man falls off the wakeboard 2 times.'), ([88.09, 92.24], ' We see the ending title screen.')]",https://www.youtube.com/watch?v=w50et2-vEOQ
645,XsqslHC79FQ,Playing violin,training,1920x1080,238.05,"[([0, 235.67], ""There's a young girl wearing a brown sweater playing the violin.""), ([5.95, 229.72], ' She strings the violin with her left hand while she uses the bow stick with her right hand.'), ([7.14, 220.2], ' She continues playing her tune on the violin with full concentration without pausing.'), ([13.09, 226.15], ' She constantly looks down at the violin as she plays the notes.'), ([236.86, 238.05], ' After she finishes playing the violin, she smiles and walks away.')]",https://www.youtube.com/watch?v=XsqslHC79FQ
646,MIAhrxkYadk,Getting a haircut,training,1920x1080,155.6,"[([3.11, 12.45], 'Hair styling tools are shown in closeup.'), ([12.45, 20.23], ' A woman walks down a street an into a salon.'), ([20.23, 100.36], ' The woman interacts with a man in the salon.'), ([69.24, 96.47], ' The man and woman look at pictures of hairstyles together.'), ([100.36, 143.93], ' Scenes of the woman with her hair being cut and styled are shown.'), ([143.93, 152.49], ' The man and woman interact as they examine her new style.'), ([154.04, 155.6], ' A closeup of hair on the floor is shown.')]",https://www.youtube.com/watch?v=MIAhrxkYadk
647,JWN0cMm-8ug,Bullfighting,validation,1920x1080,217.62,"[([0, 21.76], 'A man in a black shirt is standing on the sidewalk talking.'), ([23.94, 28.29], ' Another man in a white hat talks.'), ([23.94, 41.35], ' A busy sidewalk is shown.'), ([41.35, 65.29], ' The man in the black shirt talks in front of an old building.'), ([66.37, 217.62], ' People are sitting in an arena.'), ([100.1, 217.62], ' A bull comes into the arena and tries to attack the clowns.'), ([213.27, 217.62], ' The crowd cheers as the bull gets dragged out of the arena.')]",https://www.youtube.com/watch?v=JWN0cMm-8ug
648,jkWqhnD8hyQ,Painting furniture,training,1280x720,170.51,"[([0, 20.46], 'We see a title in the upper left corner.'), ([0, 36.66], ' A man is talking to the camera.'), ([36.66, 65.64], ' The man drills the cabinets apart and wipes and paints them.'), ([66.5, 75.87], ' The cabinets dry and the man wipes them.'), ([89.52, 148.34], ' We see a person applying a product over the paint.'), ([148.34, 166.24], ' We see the cabinet faces put back on the cabinets.'), ([161.98, 170.51], ' We see the end credits on a black screen.')]",https://www.youtube.com/watch?v=jkWqhnD8hyQ
649,WjueR8K-nnI,Riding bumper cars,training,1280x720,122.6,"[([0, 27.59], 'Children rides bumper cars in a carnival.'), ([27.59, 71.11], ' The kids get stuck in the center, but they free and drive.'), ([9.2, 11.65], ' A woman push a stroller in the street.'), ([71.11, 106.05], ' Children bumps cars and ride around.'), ([106.66, 122.6], ' The children gets off the bumper cars and walk to the exit.')]",https://www.youtube.com/watch?v=WjueR8K-nnI
650,b0LY869JBrE,Doing nails,training,1920x1080,169.46,"[([0, 9.32], 'A woman is showing her fingernails.'), ([10.17, 15.25], ' A bottle of acetone is shown.'), ([22.03, 25.42], ' The acetone is being poured into a small glass.'), ([27.11, 29.66], ' A woman is now holding a napkin.'), ([30.5, 37.28], ' A makeup brush is being held.'), ([38.98, 40.67], ' A bottle of nail polish is shown.'), ([41.52, 49.99], ' A person starts painting their fingernails.'), ([49.99, 54.23], ' Another bottle of nail polish is shown.'), ([56.77, 70.33], ' The person continues painting their nails.'), ([73.72, 76.26], ' They use the makeup brush and dip it in the acetone.'), ([84.73, 132.18], ' They rub the brush on their fingernail.'), ([132.18, 148.28], ' They use a wooden stick to clean the side of their nails.'), ([148.28, 149.97], ' A clear bottle of nail polish is shown.'), ([155.06, 163.53], ' She then paints that over her nails.')]",https://www.youtube.com/watch?v=b0LY869JBrE
651,v5KAaaZD6uk,Running a marathon,training,1920x1080,226.26,"[([1.13, 209.29], 'Athletes are giving interviews, and some show off their participation medals.'), ([23.76, 24.89], ' Athletes are boarding white buses.'), ([26.02, 27.15], ' The buses move down the road.'), ([28.28, 29.41], ' A person stacks tee shirts.'), ([31.68, 44.12], ' Athletes wait at the start line.'), ([46.38, 175.35], ' Athletes are running down the road.'), ([152.72, 170.82], ' Athletes cross the finish line.'), ([210.42, 225.12], ' The credits of the clip are shown.')]",https://www.youtube.com/watch?v=v5KAaaZD6uk
652,mKm75VWThAI,Sumo,validation,1920x1080,212.51,"[([0, 212.51], 'Two people dressed up in sumo wrestler suits come running into a gym and wrestle while people stand around and watch.'), ([9.56, 13.81], ' The wrestler wearing red falls over.'), ([13.81, 35.06], ' They continue wrestling and are having a lot of fun doing it falling down and bouncing around.'), ([35.06, 39.31], ' One of the wrestlers wearing blue makes a shot in a basketball net.'), ([39.31, 47.81], ' The two people continue wrestling in their sumo suits.'), ([48.88, 51], ' A man comes into the shot and pushes the sumo wrestler over on top of another person not wearing a suit.'), ([51, 105.19], ' There comes a final of the sumo wrestlers and a man in a white shirt is presenting and there is a referee.'), ([105.19, 158.32], ' They start on the wrestle while people watch swinging each other around in the middle of the red mats.'), ([158.32, 164.7], ' The red sumo wrestler falls down and the blue sumo wrestler wins.'), ([164.7, 212.51], ' The blue sumo wrestler jumps up happy with his friends and walks out the door and the red sumo wrestler is left on the ground.')]",https://www.youtube.com/watch?v=mKm75VWThAI
653,MXDeLfF5rok,Windsurfing,validation,1280x720,167.74,"[([0, 17.61], 'The logo ""DEFI WIND GRUISSAN"" appears on screen with numerous smaller logos below.'), ([18.45, 37.74], ' The camera is quickly moving across a large body of water.'), ([38.58, 59.55], ' A waverider is racing across the path of hundreds of windsurfers.'), ([60.39, 156.84], ' The windsurfers race across the water, using boats as turning points.'), ([157.68, 167.74], ' Credits and copyright appear on screen.')]",https://www.youtube.com/watch?v=MXDeLfF5rok
654,-rx6D1uBsUU,Rafting,training,1280x720,220.86,"[([0, 13.25], 'There are several workers packing many rafts in a truck to be hauled away.'), ([16.56, 24.29], "" There's a fast flowing turbulent river flowing under a bridge.""), ([26.5, 35.34], ' The scenic mountain view shows clouds blowing in the wind.'), ([32.02, 36.44], ' There are many rafters outside a log cabin packing and getting ready for their rafting trip.'), ([36.44, 206.5], ' The rafters begin their adventure in the wild and turbulent river water as they try to stay afloat.'), ([46.38, 140.25], ' The river waves are so turbulent that it causes the raft to overturn and drown the rafters in the strong waves.'), ([59.63, 152.39], ' The rafters try hard to stay in the raft as they fight the fierce waves of the river to stay afloat.'), ([82.82, 160.12], ' The waves are so strong that it becomes hard for the rafters to in the raft.'), ([96.07, 204.29], ' They are forcefully thrown out in the river as the raft overturns on them.'), ([207.61, 220.86], ' One of the rafters smiles and talks about his experience as he walks back with his fellow rafters.')]",https://www.youtube.com/watch?v=-rx6D1uBsUU
655,fTQYGNJpSUk,Curling,training,1920x1080,182.21,"[([0, 6.38], 'An animated new paper clipping is shown and the video consists of a bunch of letters in black block letters giving the title.'), ([6.38, 21.86], 'Shortly after, a young female begins talking while and throws down a curling object.'), ([21.86, 42.82], 'The young woman then walks over to a male dressed in all black and begins asking him questions about the game.'), ([42.82, 64.68], 'While they are talking, a game is being played and the two watches them.'), ([64.68, 136.66], 'After,the man begins teaching her various techniques used in the game and they begin to glide across the floor.'), ([136.66, 182.21], 'Once they are finished,the woman comes back to the camera and begins talking about the sport.')]",https://www.youtube.com/watch?v=fTQYGNJpSUk
656,HVfr9FnEj-Q,Belly dance,training,1280x720,188.71,"[([0, 4.72], 'Ladies are standing in a workout room.'), ([4.72, 187.77], ' The ladies are belly dancing.'), ([56.61, 65.1], ' The ladies dip down and toss their hair backwards.'), ([78.31, 83.03], ' They swing their dipped bodies.'), ([92.47, 98.13], ' The ladies dip and bend backwards.'), ([144.36, 151.91], ' The ladies throw their hair back and forth.'), ([155.68, 184.93], ' 2:43 A man is in the room in the back and bends down.'), ([187.77, 188.71], ' The ladies finish dancing and take a bow.')]",https://www.youtube.com/watch?v=HVfr9FnEj-Q
